Rank,Batsman,In Strength,PageRank Score,Batting Average
159,Azhar Mahmood,15.64105,0.00066,18.47619
160,A Mishra,15.62782,0.00068,6.68421
161,MV Boucher,15.36927,0.00064,16.41667
162,S Sohal,15.27427,0.00063,18.4
163,CA Pujara,15.1055,0.00064,17.72727
164,SA Asnodkar,15.05954,0.0006 ,21.15
165,T Stubbs,14.7895,0.0006 ,23.82353
166,KR Mayers,14.53556,0.00057,29.15385
167,DB Ravi Teja,14.49473,0.00064,15.0
168,KV Sharma,14.40921,0.00065,8.775
169,Washington Sundar,14.38062,0.00063,9.45
170,P Negi,14.13324,0.00063,10.42857
171,Dhruv Jurel,13.58792,0.00058,15.77273
172,P Kumar,13.38372,0.00063,5.76271
173,LA Pomersbach,13.37079,0.00059,18.875
174,RN ten Doeschate,13.34656,0.00061,14.81818
175,R Bhatia,13.31879,0.00062,6.97959
176,Abishek Porel,13.28175,0.00058,22.5
177,R Powell,13.11084,0.00058,16.36364
178,AP Tare,13.10375,0.0006 ,12.10714
179,DJ Mitchell,13.06823,0.00059,23.4
180,JEC Franklin,12.94552,0.00058,20.4375
181,B Kumar,12.66512,0.00062,4.5
182,DB Das,12.56294,0.00059,13.81818
183,R Vinay Kumar,12.50506,0.0006 ,6.73913
184,Anuj Rawat,12.45404,0.00058,15.14286
185,SN Thakur,12.38048,0.00059,8.2973
186,Lalit Yadav,12.23782,0.00057,14.52381
187,DJG Sammy,11.53942,0.00057,14.75
188,Nithish Kumar Reddy,11.51597,0.00055,27.54545
189,J Fraser-McGurk,11.45862,0.00053,36.66667
190,SP Goswami,11.45237,0.00057,13.95238
191,Rahmanullah Gurbaz,11.38694,0.00054,22.23077
192,C de Grandhomme,11.36677,0.00056,14.42857
193,Y Nagar,11.21658,0.00057,14.25
194,UBT Chand,11.0042,0.00057,15.0
195,MJ Guptill,10.99628,0.00056,19.35714
196,PBB Rajapaksa,10.94455,0.00055,21.30769
197,A Ashish Reddy,10.85503,0.00057,12.17391
198,B Chipli,10.74469,0.00056,13.33333
199,GH Vihari,10.73717,0.00057,12.34783
200,MJ Lumb,10.4787,0.00052,23.16667
201,PK Garg,10.45886,0.00055,14.36842
202,VVS Laxman,10.44765,0.00054,14.1
203,Harpreet Brar,10.24309,0.00054,9.70833
204,R Sathish,10.21762,0.00055,10.8
205,WG Jacks,10.0903,0.00051,28.75
206,HV Patel,10.06142,0.00055,5.92857
207,K Gowtham,9.72084,0.00053,9.14815
208,Atharva Taide,9.50382,0.00053,27.44444
209,BCJ Cutting,9.47233,0.00054,14.0
210,M Kaif,9.45072,0.00053,11.77273
211,A Manohar,9.39909,0.00053,15.4
212,JO Holder,9.38448,0.00054,9.59259
213,MD Mishra,9.31795,0.00053,13.94118
214,SM Katich,9.12799,0.00051,21.90909
215,D Brevis,8.75499,0.0005 ,23.0
216,R Dhawan,8.73006,0.00054,8.75
217,AA Jhunjhunwala,8.59644,0.00051,13.5625
218,Mohammad Nabi,8.47592,0.00052,11.05
219,UT Yadav,8.40838,0.00054,4.0
220,R Ravindra,8.3748,0.00051,22.2
221,JC Archer,8.36952,0.00051,7.96
222,JD Unadkat,8.17226,0.00052,6.15625
223,Salman Butt,8.17136,0.00049,27.57143
224,K Goel,8.08697,0.00051,12.82353
225,YV Takawale,8.07262,0.0005 ,19.2
226,KS Bharat,7.95936,0.0005 ,22.11111
227,AS Raut,7.94421,0.00051,12.125
228,SP Fleming,7.90104,0.0005 ,19.6
229,AB Agarkar,7.78792,0.00051,8.13636
230,CA Ingram,7.62632,0.00051,13.66667
231,Kuldeep Yadav,7.62011,0.00052,5.54545
232,Bipul Sharma,7.59509,0.00051,11.0
233,K Rabada,7.57778,0.00051,6.64516
234,BJ Rohrer,7.48492,0.00049,21.44444
235,MS Wade,7.41492,0.00049,13.07143
236,Ashutosh Sharma,7.40247,0.00049,21.0
237,FY Fazal,7.35867,0.00049,16.63636
238,HC Brook,7.35443,0.0005 ,17.27273
239,CR Brathwaite,7.34995,0.0005 ,12.92857
240,S Gopal,7.32142,0.00051,8.18182
241,MF Maharoof,7.3151,0.00049,12.64286
242,MN van Wyk,7.08973,0.00048,33.4
243,SK Warne,7.08411,0.0005 ,6.82759
244,AC Voges,7.07536,0.00049,25.85714
245,DW Steyn,7.05801,0.00051,4.51351
246,Sikandar Raza,7.00861,0.00049,20.22222
247,CM Gautam,6.93824,0.00051,13.0
248,DH Yagnik,6.89382,0.0005 ,10.0
249,RE van der Merwe,6.70419,0.0005 ,10.6
250,PD Collingwood,6.6712,0.00047,29.0
251,MG Johnson,6.60467,0.0005 ,5.56667
252,C Munro,6.56962,0.00049,14.75
253,N Jagadeesan,6.48804,0.00048,16.2
254,MN Samuels,6.45555,0.0005 ,11.5
255,PA Reddy,6.42074,0.00048,14.90909
256,Ramandeep Singh,6.40416,0.00048,13.07692
257,SD Hope,6.10836,0.00048,20.33333
258,A Raghuvanshi,6.09487,0.00048,23.28571
259,R McLaren,6.08089,0.00048,12.23077
260,N Saini,6.02127,0.00048,14.0
261,D Wiese,5.90607,0.00049,13.45455
262,B Lee,5.89459,0.00049,6.52632
263,AB McDonald,5.66677,0.00048,13.66667
264,S Vidyut,5.63526,0.00047,18.125
265,AD Hales,5.61247,0.00047,24.66667
266,Sachin Baby,5.59123,0.00049,13.09091
267,S Anirudha,5.43425,0.00047,10.46154
268,MC Juneja,5.31444,0.00048,17.85714
269,SS Prabhudessai,5.29959,0.00048,12.6
270,M Morkel,5.24226,0.00048,5.47826
271,Anmolpreet Singh,5.2331,0.00047,15.44444
272,SM Pollock,5.19898,0.00047,18.375
273,SB Styris,5.16676,0.00047,13.1
274,Naman Dhir,5.10465,0.00047,20.0
275,BB Samantray,5.02936,0.00047,15.625
276,TG Southee,4.99657,0.00048,6.0
277,Niraj Patel,4.97819,0.00047,20.16667
278,TK Curran,4.95986,0.00047,12.7
279,DL Vettori,4.95755,0.00048,7.11765
280,Kamran Akmal,4.94821,0.00046,21.33333
281,M Kartik,4.93601,0.00047,7.0625
282,Harpreet Singh,4.9252,0.00047,15.375
283,UT Khawaja,4.87541,0.00047,21.16667
284,MM Sharma,4.84462,0.0005 ,4.0
285,KK Cooper,4.8259,0.00047,8.28571
286,P Dogra,4.75639,0.00047,10.58333
287,RD Chahar,4.73828,0.00047,5.375
288,R Shepherd,4.72834,0.00046,12.77778
289,W Jaffer,4.64899,0.00046,16.25
290,Z Khan,4.63455,0.00048,3.65625
291,Aman Hakim Khan,4.57501,0.00046,11.5
292,AC Blizzard,4.52189,0.00046,17.14286
293,Mohammed Siraj,4.51823,0.00047,4.36
294,MW Short,4.425,0.00046,19.5
295,RJ Harris,4.42227,0.00047,5.57143
296,LJ Wright,4.37574,0.00046,17.66667
297,MA Starc,4.32725,0.00047,6.17647
298,DJM Short,4.23407,0.00046,16.42857
299,RJ Quiney,4.1692,0.00046,14.71429
300,Misbah-ul-Haq,4.169,0.00046,14.625
301,DS Kulkarni,4.14051,0.00047,4.52174
302,SE Rutherford,4.11225,0.00047,11.77778
303,DJ Harris,4.04266,0.00046,27.75
304,Iqbal Abdulla,3.99724,0.00047,6.76923
305,MJ Clarke,3.98884,0.00046,16.33333
306,MS Gony,3.95459,0.00047,5.82353
307,JDP Oram,3.94385,0.00046,8.83333
308,SD Chitnis,3.93764,0.00047,12.375
309,CJ Ferguson,3.93005,0.00046,12.25
310,PN Mankad,3.79861,0.00045,16.16667
311,Arshad Khan,3.72006,0.00045,16.0
312,S Rana,3.7157,0.00047,11.375
313,Ankit Sharma,3.70151,0.00046,8.7
314,DJ Jacobs,3.65882,0.00046,13.14286
315,RE Levi,3.59054,0.00046,13.83333
316,AD Nath,3.5855,0.00046,9.0
317,RT Ponting,3.57524,0.00046,10.11111
318,JDS Neesham,3.53698,0.00046,9.2
319,MJ McClenaghan,3.53437,0.00046,3.54167
320,B Akhil,3.46369,0.00045,6.90909
321,LA Carseldine,3.41189,0.00045,16.2
322,SL Malinga,3.40881,0.00046,3.52
323,PR Shah,3.39478,0.00046,9.2
324,IR Jaggi,3.35156,0.00046,10.85714
325,AJ Tye,3.32844,0.00046,7.0
326,NM Coulter-Nile,3.3145,0.00046,4.82353
327,AP Majumdar,3.30177,0.00045,21.75
328,CJ Jordan,3.28368,0.00046,6.23077
329,RV Patel,3.27375,0.00045,11.42857
330,TA Boult,3.26636,0.00046,3.07407
331,WPUJC Vaas,3.25131,0.00046,7.36364
332,CR Woakes,3.25116,0.00046,6.5
333,Mohammed Shami,3.18866,0.00046,2.96
334,DL Chahar,3.16266,0.00046,6.15385
335,TR Birt,3.04739,0.00045,15.0
336,Shahid Afridi,3.03793,0.00045,9.0
337,MJ Santner,2.98696,0.00045,6.36364
338,PWH de Silva,2.93925,0.00046,5.14286
339,JR Philippe,2.924,0.00045,15.6
340,AA Bilakhia,2.88614,0.00045,9.85714
341,J Suchith,2.87376,0.00045,7.0
342,AD Mascarenhas,2.86752,0.00045,6.58333
343,Sandeep Sharma,2.85898,0.00047,2.0
344,RR Powar,2.85094,0.00045,6.7
345,R Sharma,2.83029,0.00046,3.3
346,M Klinger,2.80309,0.00045,18.25
347,LH Ferguson,2.7908,0.00045,6.8
348,KA Jamieson,2.76972,0.00045,9.28571
349,M Jansen,2.73421,0.00045,5.07692
350,JJ Bumrah,2.69561,0.00046,2.26667
351,RR Sarwan,2.64529,0.00045,18.25
352,Mohammad Hafeez,2.63373,0.00045,8.0
353,Vivrant Sharma,2.62529,0.00045,69.0
354,A Flintoff,2.61185,0.00045,20.66667
355,WD Parnell,2.60349,0.00045,4.64286
356,I Sharma,2.56467,0.00046,2.03571
357,SP Jackson,2.52484,0.00045,7.625
358,MG Bracewell,2.42633,0.00045,14.5
359,HR Shokeen,2.41363,0.00045,11.0
360,S Aravind,2.4037,0.00045,4.91667
361,Anirudh Singh,2.33707,0.00045,15.75
362,WA Mota,2.22621,0.00045,7.0
363,RP Singh,2.22217,0.00045,1.73333
364,GD Phillips,2.21977,0.00045,8.125
365,Sameer Rizvi,2.18641,0.00045,10.2
366,M Rawat,2.15191,0.00045,4.58333
367,Swapnil Singh,2.14574,0.00045,5.66667
368,DJ Willey,2.12505,0.00045,10.6
369,Vishnu Vinod,2.12072,0.00045,9.33333
370,KB Arun Karthik,2.1027,0.00045,6.375
371,Shoaib Malik,2.09881,0.00045,10.4
372,R Rampaul,2.06004,0.00045,7.28571
373,VR Aaron,2.04523,0.00045,3.84615
374,A Chopra,2.01474,0.00045,8.83333
375,RV Gomez,2.01014,0.00045,5.55556
376,A Nortje,2.00861,0.00045,3.26667
377,PVD Chameera,1.98583,0.00045,5.375
378,M Markande,1.94845,0.00045,4.36364
379,AG Paunikar,1.94503,0.00045,9.8
380,OF Smith,1.92706,0.00045,8.5
381,Yashpal Singh,1.92254,0.00045,11.75
382,MM Patel,1.90467,0.00045,2.6
383,D Pretorius,1.90352,0.00045,8.8
384,SB Bangar,1.88501,0.00045,6.125
385,Avesh Khan,1.84493,0.00045,4.1
386,A Nehra,1.81082,0.00045,1.86364
387,Sanvir Singh,1.80979,0.00045,5.0
388,Shivam Mavi,1.79287,0.00045,4.25
389,T Kohler-Cadmore,1.76786,0.00045,16.0
390,AS Yadav,1.72507,0.00045,8.16667
391,SK Trivedi,1.70792,0.00045,2.8
392,BR Dunk,1.70787,0.00045,13.33333
393,Rasikh Salam,1.698,0.00045,6.66667
394,AUK Pathan,1.63412,0.00045,5.57143
395,LPC Silva,1.62823,0.00044,13.33333
396,AB Barath,1.61435,0.00044,14.0
397,Joginder Sharma,1.60689,0.00045,6.0
398,S Narwal,1.59978,0.00044,9.25
399,Anureet Singh,1.59368,0.00045,4.5
400,KC Cariappa,1.57336,0.00045,4.8
401,DJ Thornely,1.55956,0.00045,9.75
402,S Nadeem,1.54793,0.00045,1.77273
403,A Kumble,1.54033,0.00045,2.05882
404,AP Dole,1.53832,0.00044,17.0
405,DR Sams,1.5103,0.00045,3.38462
406,KW Richardson,1.49229,0.00045,9.0
407,Sunny Singh,1.47725,0.00044,8.6
408,Azmatullah Omarzai,1.45699,0.00044,10.5
409,J Arunkumar,1.45392,0.00044,7.66667
410,Sohail Tanvir,1.44382,0.00045,7.2
411,YS Chahal,1.43673,0.00045,1.85
412,L Balaji,1.40316,0.00045,2.4
413,Umar Gul,1.39683,0.00044,9.75
414,S Sreesanth,1.3966,0.00045,2.42857
415,B Sumanth,1.38732,0.00045,8.75
416,AT Carey,1.3619,0.00044,10.66667
417,J Yadav,1.33787,0.00044,8.0
418,SB Dubey,1.3369,0.00044,11.0
419,M Ashwin,1.31803,0.00045,2.69231
420,A Mithun,1.31769,0.00044,4.25
421,Imran Tahir,1.30908,0.00045,3.66667
422,NA Saini,1.29675,0.00044,5.16667
423,SB Jakati,1.28814,0.00044,3.5
424,RJ Peterson,1.27989,0.00044,6.4
425,J Syed Mohammad,1.27386,0.00044,5.8
426,Ravi Bishnoi,1.24731,0.00045,2.13333
427,VH Zol,1.23687,0.00044,14.5
428,D Salunkhe,1.21736,0.00044,11.0
429,PJ Sangwan,1.20529,0.00045,1.73333
430,NS Naik,1.20417,0.00044,7.75
431,Basil Thampi,1.19899,0.00044,4.0
432,AS Joseph,1.17447,0.00044,3.85714
433,Arshdeep Singh,1.14985,0.00044,2.41667
434,L Ronchi,1.14318,0.00044,6.8
435,AB Dinda,1.13464,0.00045,1.52941
436,S Chanderpaul,1.12176,0.00044,8.33333
437,T Taibu,1.12032,0.00044,10.33333
438,AN Ahmed,1.10877,0.00044,6.0
439,AS Rajpoot,1.10107,0.00045,3.71429
440,AS Roy,1.09324,0.00044,4.33333
441,Tanush Kotian,1.08031,0.00044,24.0
442,NL McCullum,1.07708,0.00044,13.0
443,M Ntini,1.07317,0.00044,5.5
444,CV Varun,1.06866,0.00044,2.08333
445,JM Kemp,1.06445,0.00044,13.0
446,Mohsin Khan,1.05002,0.00044,5.0
447,TL Seifert,1.04183,0.00044,8.66667
448,GB Hogg,1.03415,0.00044,3.66667
449,ER Dwivedi,1.01247,0.00044,12.0
450,AJ Turner,1.00046,0.00044,4.0
451,SW Tait,0.99884,0.00044,4.6
452,S Sriram,0.95709,0.00044,15.5
453,BMAJ Mendis,0.95356,0.00044,7.66667
454,AC Thomas,0.9535,0.00044,5.0
455,C Sakariya,0.94773,0.00044,2.5
456,AF Milne,0.93816,0.00044,3.83333
457,RR Raje,0.90461,0.00044,4.0
458,A Choudhary,0.90342,0.00044,8.33333
459,MA Khote,0.9001,0.00044,8.0
460,MD Shanaka,0.88244,0.00044,8.66667
461,P Dubey,0.88151,0.00044,11.5
462,TU Deshpande,0.87299,0.00044,5.25
463,Gulbadin Naib,0.85876,0.00044,19.0
464,P Sahu,0.8413,0.00044,9.5
465,HE van der Dussen,0.83718,0.00044,7.33333
466,NT Ellis,0.83311,0.00044,3.8
467,JR Hazlewood,0.83175,0.00044,3.16667
468,DJ Malan,0.82595,0.00044,26.0
469,NJ Maddinson,0.82436,0.00044,6.66667
470,Naveen-ul-Haq,0.82072,0.00044,3.0
471,PP Ojha,0.82042,0.00044,0.69565
472,AU Rashid,0.82039,0.00044,11.0
473,R Shukla,0.81427,0.00044,4.75
474,A Mukund,0.81091,0.00044,9.5
475,SA Abbott,0.80937,0.00044,7.33333
476,S Kaul,0.80912,0.00044,1.66667
477,Umran Malik,0.80641,0.00044,3.83333
478,M Muralitharan,0.79502,0.00044,2.22222
479,CK Kapugedera,0.79306,0.00044,5.33333
480,KMA Paul,0.78805,0.00044,3.0
481,KL Nagarkoti,0.78049,0.00044,3.14286
482,P Ray Barman,0.77795,0.00044,19.0
483,B Indrajith,0.77433,0.00044,7.0
484,Y Gnaneswara Rao,0.76453,0.00044,19.0
485,Sumit Kumar,0.76159,0.00044,6.0
486,Saurav Chauhan,0.75723,0.00044,6.0
487,Yudhvir Singh,0.74675,0.00044,5.5
488,Noor Ahmad,0.74585,0.00044,1.85714
489,DE Bollinger,0.74418,0.00044,5.25
490,AJ Hosein,0.73767,0.00044,16.0
491,Parvez Rasool,0.73752,0.00044,3.4
492,DR Martyn,0.72945,0.00044,19.0
493,JL Pattinson,0.7247,0.00044,7.5
494,PV Tambe,0.70538,0.00044,3.0
495,DNT Zoysa,0.70285,0.00044,5.5
496,Harmeet Singh,0.69346,0.00044,3.0
497,BJ Haddin,0.68891,0.00044,18.0
498,Akash Deep,0.68652,0.00044,6.33333
499,JJ van der Wath,0.6806,0.00044,6.0
500,A Zampa,0.67602,0.00044,3.0
501,C Madan,0.67298,0.00044,15.0
502,JA Richardson,0.63863,0.00044,5.66667
503,G Coetzee,0.63421,0.00044,2.8
504,DS Lehmann,0.62736,0.00044,9.0
505,Vijaykumar Vyshak,0.62736,0.00044,3.5
506,I Udana,0.62382,0.00044,3.75
507,KS Sharma,0.61819,0.00044,5.33333
508,KJ Abbott,0.60306,0.00044,4.33333
509,Karanveer Singh,0.59473,0.00044,3.0
510,Kartik Tyagi,0.58845,0.00044,1.85714
511,AR Bawne,0.57783,0.00044,12.0
512,Arjun Tendulkar,0.5772,0.00044,13.0
513,VY Mahesh,0.56818,0.00044,3.0
514,YV Dhull,0.56724,0.00044,5.33333
515,R Bishnoi,0.5598,0.00044,6.33333
516,Virat Singh,0.5597,0.00044,7.5
517,AA Chavan,0.55498,0.00044,4.0
518,MDKJ Perera,0.55464,0.00044,7.0
519,Mujeeb Ur Rahman,0.55321,0.00044,1.71429
520,T Thushara,0.54359,0.00044,3.0
521,DT Patil,0.53464,0.00044,6.5
522,F Behardien,0.53353,0.00044,4.66667
523,T Banton,0.5254,0.00044,9.0
524,K Upadhyay,0.52436,0.00044,6.0
525,DAJ Bracewell,0.52263,0.00044,12.0
526,FA Allen,0.51389,0.00044,3.5
527,Mustafizur Rahman,0.51317,0.00044,1.44444
528,Mukesh Choudhary,0.48611,0.00044,3.0
529,KAJ Roach,0.4846,0.00044,10.0
530,MA Wood,0.48429,0.00044,4.0
531,SD Lad,0.47906,0.00044,15.0
532,RA Bawa,0.47743,0.00044,5.5
533,S Badree,0.47125,0.00044,2.6
534,GR Napier,0.46238,0.00044,15.0
535,X Thalaivan Sargunam,0.45763,0.00044,10.0
536,T Henderson,0.45007,0.00044,5.5
537,DR Shorey,0.44326,0.00044,6.5
538,RK Bhui,0.44258,0.00044,2.5
539,J Theron,0.42967,0.00044,2.5
540,JE Root,0.42414,0.00044,10.0
541,BB Sran,0.41626,0.00044,1.11111
542,L Wood,0.41456,0.00044,9.0
543,TD Paine,0.40971,0.00044,5.0
544,T Kohli,0.40866,0.00044,2.75
545,AA Kulkarni,0.40238,0.00044,4.5
546,OC McCoy,0.39499,0.00044,8.0
547,TM Srivastava,0.39401,0.00044,2.66667
548,Mukesh Kumar,0.38975,0.00044,2.0
549,AG Murtaza,0.38211,0.00044,3.33333
550,R Sai Kishore,0.37634,0.00044,6.5
551,SMSM Senanayake,0.36651,0.00044,2.5
552,VG Arora,0.36601,0.00044,1.125
553,M Prasidh Krishna,0.36289,0.00044,0.9
554,CK Langeveldt,0.35922,0.00044,4.0
555,SM Harwood,0.35383,0.00044,4.5
556,M Theekshana,0.35198,0.00044,3.5
557,K Kartikeya,0.34747,0.00044,4.5
558,P Chopra,0.34379,0.00044,8.0
559,D du Preez,0.34248,0.00044,10.0
560,V Viyaskanth,0.33622,0.00044,7.0
561,D Ferreira,0.33309,0.00044,4.0
562,VS Malik,0.32907,0.00044,3.5
563,Jaskaran Singh,0.32539,0.00044,1.6
564,TS Mills,0.3187,0.00044,1.6
565,Ankit Soni,0.30417,0.00044,2.33333
566,UA Birla,0.29849,0.00044,7.0
567,Simarjeet Singh,0.29619,0.00044,2.33333
568,AN Ghosh,0.29382,0.00044,3.5
569,AA Noffke,0.29334,0.00044,9.0
570,CJ McKay,0.28325,0.00044,8.0
571,SH Johnson,0.283,0.00044,2.0
572,IS Sodhi,0.28105,0.00044,3.5
573,Pankaj Singh,0.2774,0.00044,1.4
574,Arshad Khan (2),0.2757,0.00044,5.0
575,Shivam Sharma,0.27093,0.00044,2.5
576,BA Bhatt,0.26714,0.00044,3.0
