batsman,bowler,runs
A Badoni,AR Patel,8
DJ Hooda,I Sharma,2
A Badoni,I Sharma,10
KH Pandya,I Sharma,2
A Badoni,Mukesh Kumar,26
Arshad Khan,Kuldeep Yadav,18
Arshad Khan,Mukesh Kumar,6
Arshad Khan,AR Patel,1
Arshad Khan,KK Ahmed,22
Arshad Khan,I Sharma,15
Q de Kock,MA Starc,10
KL Rahul,VG Arora,17
DJ Hooda,VG Arora,6
DJ Hooda,MA Starc,2
KL Rahul,MA Starc,16
A Badoni,MA Starc,0
KL Rahul,Harshit Rana,14
A Badoni,Harshit Rana,7
MP Stoinis,CV Varun,2
KH Pandya,CV Varun,3
N Pooran,Harshit Rana,16
N Pooran,MA Starc,0
Arshad Khan (2),MA Starc,5
KH Pandya,MA Starc,0
Q de Kock,DL Chahar,3
Q de Kock,M Pathirana,4
KL Rahul,M Pathirana,13
N Pooran,Mustafizur Rahman,15
MP Stoinis,M Pathirana,16
MP Stoinis,TU Deshpande,28
MP Stoinis,DL Chahar,10
D Padikkal,Mustafizur Rahman,0
D Padikkal,SN Thakur,2
D Padikkal,MM Ali,7
D Padikkal,RA Jadeja,3
D Padikkal,M Pathirana,1
DJ Hooda,M Pathirana,11
A Badoni,Sandeep Sharma,4
A Badoni,Avesh Khan,2
KH Pandya,TA Boult,2
KL Rahul,N Thushara,24
AA Kulkarni,N Thushara,0
MP Stoinis,N Thushara,8
MP Stoinis,G Coetzee,15
KL Rahul,G Coetzee,1
KL Rahul,PP Chawla,18
MP Stoinis,HH Pandya,4
DJ Hooda,G Coetzee,5
N Pooran,HH Pandya,24
MP Stoinis,Mohammad Nabi,11
N Pooran,Mohammad Nabi,4
AJ Turner,Mohammad Nabi,1
AJ Turner,N Thushara,3
N Pooran,N Thushara,9
AJ Turner,JJ Bumrah,1
N Pooran,JJ Bumrah,0
AJ Turner,G Coetzee,0
A Badoni,G Coetzee,5
AA Kulkarni,VG Arora,5
AA Kulkarni,MA Starc,4
MP Stoinis,MA Starc,12
MP Stoinis,Harshit Rana,8
DJ Hooda,CV Varun,0
N Pooran,AD Russell,1
AJ Turner,AD Russell,1
AJ Turner,SP Narine,2
AJ Turner,CV Varun,13
Yudhvir Singh,Harshit Rana,1
Ravi Bishnoi,Harshit Rana,1
Ravi Bishnoi,CV Varun,1
Yudhvir Singh,CV Varun,6
KL Rahul,PJ Cummins,16
Q de Kock,PJ Cummins,1
KH Pandya,B Kumar,1
KH Pandya,V Viyaskanth,6
KL Rahul,V Viyaskanth,3
KH Pandya,PJ Cummins,1
N Pooran,V Viyaskanth,13
N Pooran,JD Unadkat,2
A Badoni,V Viyaskanth,5
N Pooran,PJ Cummins,21
A Badoni,PJ Cummins,8
MP Stoinis,I Sharma,1
N Pooran,AR Patel,20
N Pooran,I Sharma,1
A Badoni,T Stubbs,2
KH Pandya,T Stubbs,1
N Pooran,T Stubbs,1
N Pooran,Gulbadin Naib,11
KH Pandya,Gulbadin Naib,1
Yudhvir Singh,Kuldeep Yadav,1
Yudhvir Singh,Rasikh Salam,13
Arshad Khan,Rasikh Salam,16
Yudhvir Singh,KK Ahmed,0
Ravi Bishnoi,Rasikh Salam,1
Ravi Bishnoi,Mukesh Kumar,1
Naveen-ul-Haq,Mukesh Kumar,2
Naveen-ul-Haq,Rasikh Salam,0
D Padikkal,N Thushara,0
MP Stoinis,Arjun Tendulkar,8
KL Rahul,A Kamboj,3
MP Stoinis,A Kamboj,13
KL Rahul,Arjun Tendulkar,1
KL Rahul,N Wadhera,5
DJ Hooda,N Wadhera,8
N Pooran,PP Chawla,0
N Pooran,A Kamboj,28
N Pooran,Arjun Tendulkar,12
N Pooran,Naman Dhir,11
KL Rahul,Naman Dhir,6
N Pooran,R Shepherd,1
Arshad Khan,N Thushara,0
A Badoni,N Thushara,4
KH Pandya,N Thushara,5
KH Pandya,R Shepherd,0
