batsman,innings
JJ Roy,3
BB McCullum,28
SK Raina,29
AJ Finch,26
KD Karthik,28
DR Smith,24
DS Kulkarni,6
P Kumar,9
Basil Thampi,5
Ishan Kishan,15
RA Jadeja,25
AJ Tye,3
JP Faulkner,11
AD Nath,4
IK Pathan,1
Ankit Soni,3
PJ Sangwan,3
MM Patel,1
DJ Bravo,13
DW Steyn,1
S Kaushik,2
PV Tambe,1
ER Dwivedi,2
SB Jakati,1
