bowler,batsman,times
KH Pandya,Harpreet Singh,1
Ravi Bishnoi,SM Curran,1
MA Wood,JM Sharma,1
Ravi Bishnoi,Sikandar Raza,1
MA Wood,Harpreet Brar,1
Mohammed Siraj,Atharva Taide,1
PWH de Silva,MW Short,1
Mohammed Siraj,LS Livingstone,1
Vijaykumar Vyshak,Harpreet Singh,1
Vijaykumar Vyshak,SM Curran,1
WD Parnell,P Simran Singh,1
PWH de Silva,M Shahrukh Khan,1
Mohammed Siraj,Harpreet Brar,1
Mohammed Siraj,NT Ellis,1
HV Patel,JM Sharma,1
C Green,MW Short,1
Arjun Tendulkar,P Simran Singh,1
PP Chawla,LS Livingstone,1
PP Chawla,Atharva Taide,1
C Green,Harpreet Singh,1
JC Archer,SM Curran,1
JP Behrendorff,JM Sharma,1
JP Behrendorff,Harpreet Brar,1
MP Stoinis,S Dhawan,1
Naveen-ul-Haq,P Simran Singh,1
Yash Thakur,Sikandar Raza,1
Ravi Bishnoi,Atharva Taide,1
Ravi Bishnoi,LS Livingstone,1
Naveen-ul-Haq,SM Curran,1
Yash Thakur,JM Sharma,1
Yash Thakur,RD Chahar,1
Naveen-ul-Haq,K Rabada,1
Yash Thakur,M Shahrukh Khan,1
TU Deshpande,S Dhawan,1
RA Jadeja,P Simran Singh,2
RA Jadeja,Atharva Taide,1
TU Deshpande,LS Livingstone,1
M Pathirana,SM Curran,1
TU Deshpande,JM Sharma,1
Arshad Khan,P Simran Singh,1
PP Chawla,S Dhawan,1
PP Chawla,MW Short,1
Harshit Rana,P Simran Singh,1
Harshit Rana,PBB Rajapaksa,1
CV Varun,LS Livingstone,1
CV Varun,JM Sharma,1
N Rana,S Dhawan,1
CV Varun,R Dhawan,1
Suyash Sharma,SM Curran,1
I Sharma,S Dhawan,3
I Sharma,LS Livingstone,2
P Dubey,SM Curran,1
Mukesh Kumar,P Simran Singh,1
AR Patel,P Simran Singh,1
Mukesh Kumar,Atharva Taide,1
A Nortje,JM Sharma,1
A Nortje,SM Curran,1
A Nortje,Harpreet Brar,1
TA Boult,P Simran Singh,2
Navdeep Saini,Atharva Taide,1
A Zampa,S Dhawan,1
Navdeep Saini,LS Livingstone,1
Navdeep Saini,JM Sharma,1
I Sharma,JM Bairstow,1
Kuldeep Yadav,P Simran Singh,1
Kuldeep Yadav,JM Sharma,1
KK Ahmed,SM Curran,1
KK Ahmed,Shashank Singh,1
Mohammed Siraj,JM Bairstow,1
GJ Maxwell,P Simran Singh,1
AS Joseph,LS Livingstone,1
Yash Dayal,SM Curran,1
Mohammed Siraj,JM Sharma,1
MP Yadav,JM Bairstow,1
MP Yadav,P Simran Singh,1
MP Yadav,JM Sharma,1
Mohsin Khan,S Dhawan,1
Mohsin Khan,SM Curran,1
UT Yadav,S Dhawan,1
Noor Ahmad,JM Bairstow,1
Noor Ahmad,P Simran Singh,1
Azmatullah Omarzai,SM Curran,1
MM Sharma,Sikandar Raza,1
Rashid Khan,JM Sharma,1
DG Nalkande,Ashutosh Sharma,1
PJ Cummins,JM Bairstow,1
T Natarajan,SM Curran,1
JD Unadkat,Sikandar Raza,1
Nithish Kumar Reddy,JM Sharma,1
Avesh Khan,Atharva Taide,1
YS Chahal,P Simran Singh,1
KA Maharaj,JM Bairstow,1
KA Maharaj,SM Curran,1
KR Sen,Shashank Singh,1
Avesh Khan,JM Sharma,1
YS Chahal,LS Livingstone,1
TA Boult,Ashutosh Sharma,1
G Coetzee,P Simran Singh,1
JJ Bumrah,RR Rossouw,1
JJ Bumrah,SM Curran,1
G Coetzee,LS Livingstone,1
S Gopal,Harpreet Singh,1
Akash Madhwal,JM Sharma,1
JJ Bumrah,Shashank Singh,1
G Coetzee,Ashutosh Sharma,1
HH Pandya,Harpreet Brar,1
Akash Madhwal,K Rabada,1
MM Sharma,P Simran Singh,1
Noor Ahmad,RR Rossouw,1
Rashid Khan,SM Curran,1
Noor Ahmad,LS Livingstone,1
R Sai Kishore,JM Sharma,1
R Sai Kishore,Ashutosh Sharma,1
R Sai Kishore,Shashank Singh,1
R Sai Kishore,Harpreet Brar,1
MM Sharma,HV Patel,1
MM Sharma,Harpreet Singh,1
AS Roy,P Simran Singh,1
SP Narine,RR Rossouw,1
RJ Gleeson,P Simran Singh,1
S Dube,JM Bairstow,1
SN Thakur,RR Rossouw,1
TU Deshpande,JM Bairstow,1
TU Deshpande,RR Rossouw,1
MJ Santner,Shashank Singh,1
Simarjeet Singh,JM Sharma,1
RA Jadeja,SM Curran,1
RA Jadeja,Ashutosh Sharma,1
Simarjeet Singh,HV Patel,1
SN Thakur,RD Chahar,1
Swapnil Singh,P Simran Singh,1
KV Sharma,RR Rossouw,1
KV Sharma,JM Sharma,1
Swapnil Singh,LS Livingstone,1
LH Ferguson,Shashank Singh,1
Mohammed Siraj,Ashutosh Sharma,1
LH Ferguson,SM Curran,1
Mohammed Siraj,HV Patel,1
Mohammed Siraj,Arshdeep Singh,1
Avesh Khan,RR Rossouw,1
Avesh Khan,Shashank Singh,1
T Natarajan,Atharva Taide,1
V Viyaskanth,P Simran Singh,1
Nithish Kumar Reddy,Shashank Singh,1
PJ Cummins,RR Rossouw,1
T Natarajan,Ashutosh Sharma,1
