batsman,innings
AM Rahane,14
F du Plessis,6
KP Pietersen,4
SPD Smith,7
MS Dhoni,12
MR Marsh,1
R Bhatia,6
NLTC Perera,10
IK Pathan,3
R Ashwin,6
Ankit Sharma,1
M Ashwin,1
I Sharma,1
JA Morkel,1
SS Tiwary,7
PSP Handscomb,1
UT Khawaja,6
GJ Bailey,5
A Zampa,1
