bowler,batsman,times
SK Warne,MS Bisla,1
SK Trivedi,Yuvraj Singh,1
MM Patel,RS Bopara,1
MM Patel,IK Pathan,1
YK Pathan,M Kaif,1
YK Pathan,PP Chawla,1
SW Tait,J Theron,1
SK Trivedi,DPMD Jayawardene,1
SW Tait,SJ Srivastava,1
SE Bond,RS Bopara,1
AB Agarkar,Yuvraj Singh,1
AB Agarkar,MS Bisla,1
AD Mathews,DPMD Jayawardene,1
CH Gayle,KC Sangakkara,1
SE Bond,IK Pathan,1
Z Khan,RS Bopara,1
SL Malinga,MS Bisla,1
DJ Bravo,Yuvraj Singh,1
SL Malinga,IK Pathan,1
SL Malinga,SE Marsh,2
Z Khan,B Lee,1
SL Malinga,K Goel,1
Z Khan,VS Malik,1
R McLaren,PP Chawla,1
R Vinay Kumar,SE Marsh,1
A Kumble,MS Bisla,1
DW Steyn,KC Sangakkara,1
JH Kallis,Yuvraj Singh,1
M Kartik,MS Bisla,1
SE Bond,KC Sangakkara,1
SR Watson,MS Bisla,1
SK Trivedi,KC Sangakkara,1
AP Dole,Yuvraj Singh,1
AP Dole,DPMD Jayawardene,1
FY Fazal,RS Bopara,1
SK Trivedi,PP Chawla,1
SL Malinga,DPMD Jayawardene,1
JP Duminy,AB Barath,1
KA Pollard,Yuvraj Singh,1
SL Malinga,KC Sangakkara,1
A Mishra,IK Pathan,1
PD Collingwood,DPMD Jayawardene,1
PD Collingwood,KC Sangakkara,1
RJ Harris,SE Marsh,1
R Sharma,KC Sangakkara,1
RP Singh,Yuvraj Singh,1
AC Thomas,AC Gilchrist,1
SB Wagh,SE Marsh,1
AC Thomas,PC Valthaty,1
SB Wagh,KD Karthik,1
M Kartik,Sunny Singh,1
JD Ryder,AM Nayar,1
SB Wagh,PP Chawla,1
WD Parnell,P Kumar,1
JA Morkel,AC Gilchrist,1
S Randiv,SE Marsh,1
S Randiv,Sunny Singh,1
TG Southee,AM Nayar,1
A Mishra,AC Gilchrist,1
A Mishra,PC Valthaty,1
SR Watson,AC Gilchrist,1
SK Warne,PC Valthaty,1
SW Tait,KD Karthik,1
SR Watson,AM Nayar,1
SW Tait,R McLaren,1
SW Tait,PP Chawla,1
IK Pathan,PC Valthaty,2
VR Aaron,AC Gilchrist,1
AB Agarkar,KD Karthik,1
JR Hopes,DJ Hussey,1
M Morkel,SE Marsh,2
AB Agarkar,Sunny Singh,1
YK Pathan,PC Valthaty,1
Iqbal Abdulla,SE Marsh,1
Iqbal Abdulla,AC Gilchrist,1
R Bhatia,AM Nayar,1
Iqbal Abdulla,DJ Hussey,1
B Lee,KD Karthik,1
Harbhajan Singh,AC Gilchrist,1
A Symonds,PC Valthaty,1
MM Patel,DJ Hussey,2
KA Pollard,KD Karthik,1
Harbhajan Singh,AM Nayar,1
SL Malinga,Bipul Sharma,1
MM Patel,RJ Harris,2
Z Khan,AC Gilchrist,1
S Aravind,AM Nayar,1
CH Gayle,PC Valthaty,1
S Aravind,SE Marsh,1
DL Vettori,Sunny Singh,1
CH Gayle,KD Karthik,1
CH Gayle,PP Chawla,1
S Aravind,R McLaren,1
S Aravind,RJ Harris,1
R Sharma,AC Gilchrist,1
R Sharma,PC Valthaty,1
B Kumar,DJ Hussey,1
MR Marsh,KD Karthik,1
WD Parnell,Mandeep Singh,1
MR Marsh,RJ Harris,1
WD Parnell,SD Chitnis,1
MM Patel,PC Valthaty,1
SL Malinga,AC Gilchrist,1
MM Patel,SE Marsh,1
SL Malinga,Mandeep Singh,2
MM Patel,KD Karthik,1
SL Malinga,P Kumar,2
RP Singh,PC Valthaty,1
RP Singh,AC Gilchrist,1
RP Singh,KD Karthik,1
RP Singh,SE Marsh,1
M Morkel,AC Gilchrist,1
IK Pathan,SE Marsh,1
AM Salvi,DJ Hussey,1
IK Pathan,Mandeep Singh,1
AM Salvi,KD Karthik,1
CK Langeveldt,PC Valthaty,1
CK Langeveldt,AC Gilchrist,1
DW Steyn,PC Valthaty,1
JP Duminy,SE Marsh,2
DT Christian,AC Gilchrist,1
DT Christian,KD Karthik,1
PP Ojha,AM Nayar,1
A Mishra,R McLaren,1
A Mishra,Mandeep Singh,1
A Mishra,RJ Harris,1
A Mishra,P Kumar,1
Anand Rajan,BA Bhatt,1
A Singh,AC Gilchrist,1
KK Cooper,PC Valthaty,1
KK Cooper,SE Marsh,2
KK Cooper,AM Nayar,1
SK Trivedi,DJ Hussey,3
AA Chavan,Bipul Sharma,1
AA Chavan,Mandeep Singh,1
KK Cooper,PP Chawla,2
A Singh,P Kumar,1
AB Dinda,PC Valthaty,2
MN Samuels,AC Gilchrist,1
JD Ryder,Mandeep Singh,1
A Nehra,AM Nayar,1
R Sharma,DJ Hussey,1
R Sharma,PP Chawla,1
MN Samuels,AD Mascarenhas,1
AB Dinda,JP Faulkner,1
AD Mathews,AC Gilchrist,2
R Sharma,Mandeep Singh,2
SP Narine,AC Gilchrist,1
SP Narine,SE Marsh,1
Shakib Al Hasan,Mandeep Singh,1
R Bhatia,DJ Hussey,2
R Bhatia,P Dogra,1
R Bhatia,AD Mascarenhas,2
SP Narine,Bipul Sharma,1
SP Narine,P Kumar,1
SP Narine,Harmeet Singh,1
B Lee,PC Valthaty,1
L Balaji,Mandeep Singh,1
B Lee,SE Marsh,1
SP Narine,P Dogra,1
SP Narine,PP Chawla,1
Z Khan,N Saini,1
Z Khan,PC Valthaty,1
AB McDonald,SE Marsh,2
AB McDonald,DA Miller,1
HV Patel,DJ Hussey,1
R Vinay Kumar,Mandeep Singh,2
PP Ojha,N Saini,1
KA Pollard,Mandeep Singh,1
KA Pollard,DJ Hussey,1
PP Ojha,Azhar Mahmood,1
RP Singh,Mandeep Singh,1
CJ McKay,N Saini,1
JEC Franklin,SE Marsh,1
R Ashwin,SE Marsh,1
DJ Bravo,Azhar Mahmood,1
JA Morkel,DA Miller,1
DJ Bravo,Mandeep Singh,1
JA Morkel,DJ Hussey,1
JA Morkel,PP Chawla,1
DJ Bravo,Bipul Sharma,1
KMDN Kulasekara,N Saini,1
KP Appanna,Mandeep Singh,1
AB McDonald,N Saini,1
DL Vettori,Azhar Mahmood,1
Z Khan,DJ Hussey,1
Z Khan,AM Nayar,1
SR Watson,Mandeep Singh,1
SW Tait,N Saini,1
J Botha,SE Marsh,1
STR Binny,Azhar Mahmood,1
J Botha,Gurkeerat Singh,1
SR Watson,PP Chawla,1
SW Tait,RJ Harris,1
S Dhawan,SE Marsh,1
A Ashish Reddy,N Saini,1
V Pratap Singh,DJ Hussey,1
A Ashish Reddy,Mandeep Singh,1
J Theron,Azhar Mahmood,1
DT Christian,N Saini,1
DT Christian,SE Marsh,1
MS Gony,Mandeep Singh,1
A Mishra,Azhar Mahmood,2
DW Steyn,SD Chitnis,1
DW Steyn,PP Chawla,1
VR Aaron,SE Marsh,1
VR Aaron,Mandeep Singh,1
UT Yadav,N Saini,1
UT Yadav,Azhar Mahmood,1
P Negi,Gurkeerat Singh,1
UT Yadav,PP Chawla,1
M Morkel,P Kumar,1
JA Morkel,Mandeep Singh,1
DJ Bravo,N Saini,1
DJ Bravo,DJ Hussey,1
BW Hilfenhaus,SD Chitnis,1
UT Yadav,Mandeep Singh,1
UT Yadav,AC Gilchrist,1
M Morkel,PC Valthaty,1
UT Yadav,DJ Hussey,1
AD Russell,SD Chitnis,1
M Morkel,Azhar Mahmood,1
M Morkel,Gurkeerat Singh,1
M Morkel,PP Chawla,1
DP Nannes,AC Gilchrist,1
DP Nannes,Mandeep Singh,1
RA Jadeja,M Vohra,2
R Ashwin,DJ Hussey,2
DJ Bravo,Gurkeerat Singh,2
CH Morris,Azhar Mahmood,1
DJ Bravo,R Sathish,2
DJ Bravo,PP Chawla,1
CH Morris,RJ Harris,1
DP Nannes,P Kumar,1
S Sreesanth,AC Gilchrist,1
S Sreesanth,Mandeep Singh,1
S Sreesanth,M Vohra,1
SK Trivedi,Gurkeerat Singh,1
JP Faulkner,R Sathish,1
KK Cooper,Azhar Mahmood,1
JP Faulkner,P Kumar,1
JP Faulkner,P Awana,1
SMSM Senanayake,AC Gilchrist,1
L Balaji,M Vohra,2
JH Kallis,Mandeep Singh,2
SP Narine,DJ Hussey,1
SP Narine,Azhar Mahmood,2
SP Narine,Gurkeerat Singh,1
SMSM Senanayake,DA Miller,1
JH Kallis,MS Gony,1
JH Kallis,P Kumar,1
I Sharma,Mandeep Singh,1
KV Sharma,AC Gilchrist,1
KV Sharma,PC Valthaty,1
NLTC Perera,PP Chawla,2
I Sharma,DJ Hussey,1
A Mishra,MS Gony,1
A Mishra,M Vohra,2
DW Steyn,Gurkeerat Singh,1
B Kumar,AC Gilchrist,1
BAW Mendis,Azhar Mahmood,1
Yuvraj Singh,M Vohra,1
IK Pathan,AC Gilchrist,2
A Nehra,Azhar Mahmood,1
A Nehra,R Sathish,1
R Bhatia,AC Gilchrist,1
S Ladda,DA Miller,1
JH Kallis,DJ Hussey,1
MG Johnson,M Vohra,1
PP Ojha,SE Marsh,1
PP Ojha,DJ Hussey,1
Harbhajan Singh,Gurkeerat Singh,1
Harbhajan Singh,Azhar Mahmood,1
Harbhajan Singh,MS Gony,1
DS Kulkarni,PP Chawla,1
MG Johnson,DA Miller,1
DS Kulkarni,P Kumar,1
MM Sharma,LA Pomersbach,1
MM Sharma,Mandeep Singh,2
DJ Bravo,SE Marsh,1
JD Unadkat,Azhar Mahmood,1
M Muralitharan,DA Miller,1
A Chandila,Mandeep Singh,1
KK Cooper,AC Gilchrist,1
SR Watson,DJ Hussey,1
KK Cooper,DA Miller,1
JP Faulkner,MS Gony,1
DW Steyn,Mandeep Singh,1
DJG Sammy,SE Marsh,1
DJG Sammy,AC Gilchrist,1
DJG Sammy,DA Miller,1
DJG Sammy,R Sathish,1
DW Steyn,P Kumar,1
DJG Sammy,Harmeet Singh,1
DJG Sammy,P Awana,1
RE van der Merwe,LA Pomersbach,1
RE van der Merwe,Mandeep Singh,1
J Botha,M Vohra,1
A Nehra,DJ Hussey,1
R Rampaul,SE Marsh,1
M Kartik,Gurkeerat Singh,1
M Kartik,DJ Hussey,1
R Dhawan,Mandeep Singh,1
NM Coulter-Nile,AC Gilchrist,1
Harbhajan Singh,SE Marsh,1
SL Malinga,Azhar Mahmood,1
KA Pollard,DA Miller,1
SL Malinga,Gurkeerat Singh,1
A Nehra,V Sehwag,2
R Ashwin,CA Pujara,1
R Ashwin,AR Patel,2
DR Smith,GJ Maxwell,1
DS Kulkarni,V Sehwag,1
JP Faulkner,WP Saha,1
KW Richardson,GJ Maxwell,1
A Mishra,V Sehwag,1
DJG Sammy,CA Pujara,1
B Kumar,DA Miller,1
B Kumar,GJ Bailey,1
B Kumar,MG Johnson,1
M Morkel,CA Pujara,1
JH Kallis,WP Saha,1
M Morkel,GJ Maxwell,1
PP Chawla,DA Miller,2
PP Chawla,GJ Bailey,1
PP Chawla,V Sehwag,2
SP Narine,AR Patel,3
SP Narine,MG Johnson,2
SP Narine,L Balaji,1
AB Dinda,CA Pujara,1
VR Aaron,WP Saha,1
VR Aaron,GJ Maxwell,1
YS Chahal,DA Miller,3
YS Chahal,V Sehwag,2
Z Khan,V Sehwag,2
CJ Anderson,CA Pujara,1
Harbhajan Singh,GJ Maxwell,1
Harbhajan Singh,GJ Bailey,1
SL Malinga,DA Miller,3
BW Hilfenhaus,V Sehwag,1
DR Smith,DA Miller,1
MM Sharma,GJ Maxwell,1
HV Patel,Mandeep Singh,1
JA Morkel,GJ Bailey,1
VR Aaron,DA Miller,1
HV Patel,WP Saha,1
MA Starc,AR Patel,1
MA Starc,Shivam Sharma,1
M Morkel,Mandeep Singh,1
M Morkel,WP Saha,3
PP Chawla,GJ Maxwell,3
PP Chawla,R Dhawan,1
B Kumar,V Sehwag,1
