SR Watson,PJ Cummins,5
RD Gaikwad,PJ Cummins,8
RD Gaikwad,KL Nagarkoti,5
SR Watson,KL Nagarkoti,6
RD Gaikwad,SP Narine,12
SR Watson,SP Narine,3
RD Gaikwad,LH Ferguson,29
SR Watson,LH Ferguson,0
RD Gaikwad,CV Varun,16
SR Watson,CV Varun,0
AT Rayudu,CV Varun,4
AT Rayudu,SP Narine,3
RD Gaikwad,N Rana,2
AT Rayudu,N Rana,13
AT Rayudu,LH Ferguson,2
AT Rayudu,KL Nagarkoti,8
AT Rayudu,PJ Cummins,8
MS Dhoni,PJ Cummins,1
MS Dhoni,CV Varun,0
SM Curran,CV Varun,0
SM Curran,SP Narine,5
SM Curran,LH Ferguson,3
SM Curran,PJ Cummins,2
RA Jadeja,PJ Cummins,2
RA Jadeja,LH Ferguson,17
SM Curran,KL Nagarkoti,3
RA Jadeja,KL Nagarkoti,12
