S Dhawan,MA Agarwal,9
MA Agarwal,S Dhawan,22
MA Agarwal,JM Bairstow,2
JM Bairstow,MA Agarwal,0
JM Bairstow,LS Livingstone,9
LS Livingstone,JM Bairstow,2
JM Bairstow,JM Sharma,0
JM Sharma,JM Bairstow,8
JM Sharma,M Shahrukh Khan,24
M Shahrukh Khan,JM Sharma,7
M Shahrukh Khan,K Rabada,3
K Rabada,M Shahrukh Khan,2
M Shahrukh Khan,NT Ellis,0
NT Ellis,M Shahrukh Khan,0
RD Chahar,M Shahrukh Khan,0
M Shahrukh Khan,RD Chahar,2
RD Chahar,Arshdeep Singh,12
Arshdeep Singh,RD Chahar,4
Arshdeep Singh,VG Arora,5
VG Arora,Arshdeep Singh,2
