G Gambhir,SM Pollock,1
V Sehwag,SM Pollock,7
V Sehwag,A Nehra,6
G Gambhir,A Nehra,0
S Dhawan,A Nehra,1
S Dhawan,SM Pollock,0
AB de Villiers,SM Pollock,3
AB de Villiers,A Nehra,11
AB de Villiers,DJ Bravo,7
V Sehwag,DJ Bravo,6
V Sehwag,DS Kulkarni,7
Shoaib Malik,DS Kulkarni,9
Shoaib Malik,DJ Bravo,6
V Sehwag,ST Jayasuriya,14
Shoaib Malik,ST Jayasuriya,2
Shoaib Malik,DJ Thornely,3
V Sehwag,DJ Thornely,0
KD Karthik,DJ Thornely,12
KD Karthik,A Nehra,2
Shoaib Malik,A Nehra,2
KD Karthik,RR Raje,10
Shoaib Malik,RR Raje,2
Shoaib Malik,SM Pollock,0
KD Karthik,SM Pollock,4
R Bhatia,SM Pollock,1
R Bhatia,RR Raje,1
KD Karthik,DJ Bravo,0
PJ Sangwan,DJ Bravo,2
R Bhatia,DJ Bravo,6
R Bhatia,A Nehra,1
PJ Sangwan,A Nehra,0
VY Mahesh,A Nehra,2
Mohammad Asif,DS Kulkarni,0
VY Mahesh,DS Kulkarni,1
GD McGrath,DS Kulkarni,0
