P Simran Singh,Atharva Taide,0
Atharva Taide,P Simran Singh,0
P Simran Singh,MW Short,4
MW Short,P Simran Singh,13
MW Short,Harpreet Singh,21
Harpreet Singh,MW Short,5
Sikandar Raza,Harpreet Singh,13
Harpreet Singh,Sikandar Raza,17
SM Curran,Sikandar Raza,6
Sikandar Raza,SM Curran,30
Sikandar Raza,JM Sharma,7
JM Sharma,Sikandar Raza,2
Sikandar Raza,M Shahrukh Khan,7
M Shahrukh Khan,Sikandar Raza,8
M Shahrukh Khan,Harpreet Brar,7
Harpreet Brar,M Shahrukh Khan,6
M Shahrukh Khan,K Rabada,8
K Rabada,M Shahrukh Khan,0
