DA Warner,UBT Chand,0
UBT Chand,DA Warner,0
DA Warner,DPMD Jayawardene,21
DPMD Jayawardene,DA Warner,20
DPMD Jayawardene,MC Juneja,7
MC Juneja,DPMD Jayawardene,8
NV Ojha,DPMD Jayawardene,9
DPMD Jayawardene,NV Ojha,11
DPMD Jayawardene,J Botha,2
J Botha,DPMD Jayawardene,7
DPMD Jayawardene,IK Pathan,4
IK Pathan,DPMD Jayawardene,4
AD Russell,DPMD Jayawardene,4
DPMD Jayawardene,AD Russell,11
DPMD Jayawardene,S Nadeem,11
S Nadeem,DPMD Jayawardene,1
A Nehra,S Nadeem,0
S Nadeem,A Nehra,3
UT Yadav,S Nadeem,0
S Nadeem,UT Yadav,0
