AC Gilchrist,A Kumble,0
TL Suman,A Kumble,2
HH Gibbs,P Kumar,21
TL Suman,P Kumar,5
TL Suman,JH Kallis,1
HH Gibbs,JH Kallis,7
HH Gibbs,R Vinay Kumar,7
TL Suman,R Vinay Kumar,2
A Symonds,JH Kallis,14
A Symonds,R Vinay Kumar,7
A Symonds,RE van der Merwe,9
HH Gibbs,RE van der Merwe,10
A Symonds,A Kumble,3
HH Gibbs,A Kumble,8
RG Sharma,A Kumble,3
RG Sharma,P Kumar,10
RG Sharma,JH Kallis,2
RG Sharma,RE van der Merwe,9
Y Venugopal Rao,A Kumble,0
AA Bilakhia,R Vinay Kumar,4
AA Bilakhia,P Kumar,2
RJ Harris,R Vinay Kumar,9
