VR Iyer,Shubman Gill,50
Shubman Gill,VR Iyer,39
N Rana,Shubman Gill,0
Shubman Gill,N Rana,1
SP Narine,Shubman Gill,2
Shubman Gill,SP Narine,1
Shubman Gill,EJG Morgan,10
EJG Morgan,Shubman Gill,1
EJG Morgan,KD Karthik,2
KD Karthik,EJG Morgan,9
EJG Morgan,Shakib Al Hasan,0
Shakib Al Hasan,EJG Morgan,0
RA Tripathi,EJG Morgan,2
EJG Morgan,RA Tripathi,1
EJG Morgan,LH Ferguson,0
LH Ferguson,EJG Morgan,2
LH Ferguson,Shivam Mavi,15
Shivam Mavi,LH Ferguson,20
CV Varun,LH Ferguson,0
LH Ferguson,CV Varun,1
