Abhishek Sharma,Anmolpreet Singh,1
Anmolpreet Singh,Abhishek Sharma,5
Abhishek Sharma,AK Markram,4
AK Markram,Abhishek Sharma,0
AK Markram,RA Tripathi,0
RA Tripathi,AK Markram,1
AK Markram,H Klaasen,10
H Klaasen,AK Markram,7
H Klaasen,Sanvir Singh,9
Sanvir Singh,H Klaasen,7
H Klaasen,Abdul Samad,0
Abdul Samad,H Klaasen,4
H Klaasen,M Jansen,7
M Jansen,H Klaasen,3
B Kumar,H Klaasen,20
H Klaasen,B Kumar,41
B Kumar,M Markande,7
M Markande,B Kumar,12
M Markande,Fazalhaq Farooqi,6
Fazalhaq Farooqi,M Markande,1
