UBT Chand,RG Sharma,0
RG Sharma,UBT Chand,6
AT Rayudu,RG Sharma,0
RG Sharma,AT Rayudu,1
RG Sharma,N Rana,8
N Rana,RG Sharma,17
N Rana,JC Buttler,8
JC Buttler,N Rana,3
JC Buttler,KA Pollard,6
KA Pollard,JC Buttler,4
KH Pandya,KA Pollard,19
KA Pollard,KH Pandya,23
Harbhajan Singh,KA Pollard,0
KA Pollard,Harbhajan Singh,0
Harbhajan Singh,TG Southee,0
TG Southee,Harbhajan Singh,1
MJ McClenaghan,Harbhajan Singh,4
Harbhajan Singh,MJ McClenaghan,6
JJ Bumrah,Harbhajan Singh,2
Harbhajan Singh,JJ Bumrah,8
