Shahid Afridi,AC Gilchrist,5
AC Gilchrist,Shahid Afridi,14
Shahid Afridi,HH Gibbs,28
HH Gibbs,Shahid Afridi,21
RG Sharma,HH Gibbs,3
HH Gibbs,RG Sharma,1
RG Sharma,SB Styris,32
SB Styris,RG Sharma,7
SB Styris,Y Venugopal Rao,22
Y Venugopal Rao,SB Styris,18
DB Ravi Teja,Y Venugopal Rao,1
Y Venugopal Rao,DB Ravi Teja,16
RP Singh,DB Ravi Teja,1
DB Ravi Teja,RP Singh,8
RP Singh,PP Ojha,0
PP Ojha,RP Singh,0
DP Vijaykumar,RP Singh,0
RP Singh,DP Vijaykumar,0
DP Vijaykumar,PM Sarvesh Kumar,1
PM Sarvesh Kumar,DP Vijaykumar,1
