Mandeep Singh,A Chandila,0
SE Marsh,A Chandila,20
SE Marsh,S Sreesanth,6
AC Gilchrist,S Sreesanth,12
AC Gilchrist,A Chandila,4
AC Gilchrist,JP Faulkner,10
SE Marsh,JP Faulkner,18
SE Marsh,SR Watson,7
AC Gilchrist,SR Watson,7
SE Marsh,SK Trivedi,14
AC Gilchrist,SK Trivedi,4
SE Marsh,KK Cooper,12
AC Gilchrist,KK Cooper,5
DJ Hussey,KK Cooper,1
DJ Hussey,SR Watson,0
DA Miller,SR Watson,5
DA Miller,JP Faulkner,1
DA Miller,KK Cooper,2
MS Gony,KK Cooper,1
R Sathish,JP Faulkner,4
MS Gony,JP Faulkner,2
PP Chawla,JP Faulkner,1
