P Simran Singh,SM Curran,35
SM Curran,P Simran Singh,15
SM Curran,RR Rossouw,2
RR Rossouw,SM Curran,9
JM Sharma,SM Curran,1
SM Curran,JM Sharma,3
JM Sharma,LS Livingstone,5
LS Livingstone,JM Sharma,6
JM Sharma,Shashank Singh,7
Shashank Singh,JM Sharma,1
Shashank Singh,Ashutosh Sharma,3
Ashutosh Sharma,Shashank Singh,3
Shashank Singh,Harpreet Singh,4
Harpreet Singh,Shashank Singh,3
Harpreet Singh,Harpreet Brar,9
Harpreet Brar,Harpreet Singh,29
HV Patel,Harpreet Singh,0
Harpreet Singh,HV Patel,1
Harpreet Singh,K Rabada,1
K Rabada,Harpreet Singh,1
