BB McCullum,B Lee,0
M Klinger,JD Unadkat,10
BB McCullum,JD Unadkat,1
PA Patel,JD Unadkat,6
PA Patel,B Lee,9
M Klinger,B Lee,1
PA Patel,Iqbal Abdulla,6
M Klinger,Iqbal Abdulla,6
DPMD Jayawardene,JD Unadkat,1
M Klinger,JH Kallis,7
DPMD Jayawardene,JH Kallis,12
M Klinger,S Ladda,2
DPMD Jayawardene,S Ladda,10
DPMD Jayawardene,Iqbal Abdulla,4
DPMD Jayawardene,R Bhatia,16
M Klinger,R Bhatia,2
DPMD Jayawardene,YK Pathan,11
M Klinger,YK Pathan,1
RA Jadeja,JD Unadkat,6
RA Jadeja,YK Pathan,1
RA Jadeja,R Bhatia,1
BJ Hodge,R Bhatia,3
BJ Hodge,YK Pathan,2
BJ Hodge,B Lee,29
DPMD Jayawardene,B Lee,1
BJ Hodge,JH Kallis,1
RV Gomez,B Lee,1
