KS Williamson,S Dhawan,10
S Dhawan,KS Williamson,5
KS Williamson,WP Saha,0
WP Saha,KS Williamson,0
MK Pandey,KS Williamson,16
KS Williamson,MK Pandey,7
KS Williamson,Shakib Al Hasan,0
Shakib Al Hasan,KS Williamson,2
YK Pathan,KS Williamson,1
KS Williamson,YK Pathan,12
YK Pathan,Mohammad Nabi,7
Mohammad Nabi,YK Pathan,14
YK Pathan,Rashid Khan,8
Rashid Khan,YK Pathan,6
YK Pathan,Basil Thampi,3
Basil Thampi,YK Pathan,3
YK Pathan,S Kaul,1
S Kaul,YK Pathan,2
YK Pathan,Sandeep Sharma,9
Sandeep Sharma,YK Pathan,0
