DPMD Jayawardene,BB McCullum,0
BB McCullum,DPMD Jayawardene,0
DPMD Jayawardene,PA Patel,0
PA Patel,DPMD Jayawardene,0
DPMD Jayawardene,RV Gomez,0
RV Gomez,DPMD Jayawardene,0
DPMD Jayawardene,BJ Hodge,0
BJ Hodge,DPMD Jayawardene,0
DPMD Jayawardene,KM Jadhav,4
KM Jadhav,DPMD Jayawardene,0
DPMD Jayawardene,RA Jadeja,0
RA Jadeja,DPMD Jayawardene,5
NLTC Perera,RA Jadeja,22
RA Jadeja,NLTC Perera,11
RA Jadeja,R Vinay Kumar,7
R Vinay Kumar,RA Jadeja,17
S Sreesanth,R Vinay Kumar,0
R Vinay Kumar,S Sreesanth,1
S Sreesanth,RP Singh,0
RP Singh,S Sreesanth,0
