AM Rahane,1
MA Agarwal,1
F du Plessis,1
RA Tripathi,1
BA Stokes,1
MS Dhoni,1
R Bhatia,1
DL Chahar,1
A Zampa,1
AB Dinda,1
Imran Tahir,1
