JD Ryder,P Kumar,6
SC Ganguly,P Kumar,10
SC Ganguly,JP Faulkner,5
JD Ryder,AD Mascarenhas,2
SC Ganguly,AD Mascarenhas,5
MN Samuels,P Kumar,7
RV Uthappa,AD Mascarenhas,7
MN Samuels,AD Mascarenhas,6
RV Uthappa,P Kumar,1
RV Uthappa,Bipul Sharma,9
MN Samuels,Bipul Sharma,13
MN Samuels,PP Chawla,11
RV Uthappa,PP Chawla,3
RV Uthappa,Harmeet Singh,9
MN Samuels,Harmeet Singh,6
MN Samuels,JP Faulkner,3
RV Uthappa,JP Faulkner,11
CJ Ferguson,AD Mascarenhas,3
CJ Ferguson,Harmeet Singh,0
SPD Smith,Harmeet Singh,2
SPD Smith,JP Faulkner,11
MK Pandey,Harmeet Singh,5
SPD Smith,Bipul Sharma,12
MK Pandey,Bipul Sharma,6
MK Pandey,JP Faulkner,1
R Sharma,JP Faulkner,0
