AM Rahane,P Kumar,7
F du Plessis,P Kumar,5
AM Rahane,SB Jakati,10
F du Plessis,SB Jakati,20
AM Rahane,PV Tambe,4
KP Pietersen,PV Tambe,8
KP Pietersen,SB Jakati,10
KP Pietersen,DJ Bravo,9
F du Plessis,DJ Bravo,9
F du Plessis,RA Jadeja,11
KP Pietersen,RA Jadeja,4
F du Plessis,PV Tambe,18
KP Pietersen,JP Faulkner,6
F du Plessis,JP Faulkner,6
SPD Smith,JP Faulkner,3
SPD Smith,PV Tambe,2
MS Dhoni,PV Tambe,1
SPD Smith,RA Jadeja,0
MS Dhoni,RA Jadeja,0
MR Marsh,RA Jadeja,3
MR Marsh,DJ Bravo,4
MS Dhoni,DJ Bravo,21
R Bhatia,RA Jadeja,0
