WP Saha,MEK Hussey,0
MEK Hussey,WP Saha,5
WP Saha,SK Raina,13
SK Raina,WP Saha,9
SK Raina,S Badrinath,39
S Badrinath,SK Raina,34
MS Dhoni,SK Raina,45
SK Raina,MS Dhoni,15
