KL Rahul,DL Chahar,1
MA Agarwal,DL Chahar,0
CH Gayle,DL Chahar,9
CH Gayle,SM Curran,1
KL Rahul,SM Curran,4
DJ Hooda,DL Chahar,2
DJ Hooda,SM Curran,1
N Pooran,DL Chahar,0
M Shahrukh Khan,DL Chahar,0
DJ Hooda,SN Thakur,7
JA Richardson,DL Chahar,0
M Shahrukh Khan,RA Jadeja,10
JA Richardson,RA Jadeja,7
JA Richardson,SN Thakur,6
M Shahrukh Khan,SN Thakur,19
M Shahrukh Khan,MM Ali,12
JA Richardson,MM Ali,2
M Ashwin,MM Ali,3
M Ashwin,RA Jadeja,1
M Ashwin,SN Thakur,1
M Ashwin,DJ Bravo,1
M Shahrukh Khan,DJ Bravo,6
Mohammed Shami,DJ Bravo,3
Mohammed Shami,SN Thakur,1
M Shahrukh Khan,SM Curran,0
Mohammed Shami,SM Curran,5
