Ishan Kishan,1
BB McCullum,2
SK Raina,1
AJ Finch,2
KD Karthik,1
RA Jadeja,1
JP Faulkner,1
IK Pathan,1
AJ Tye,1
Basil Thampi,1
Ankit Soni,1
