MK Pandey,Ankit Sharma,0
SC Ganguly,Ankit Sharma,2
MJ Clarke,Ankit Sharma,1
SC Ganguly,JP Duminy,13
MJ Clarke,JP Duminy,9
MJ Clarke,V Pratap Singh,15
SC Ganguly,DW Steyn,13
SC Ganguly,V Pratap Singh,6
MJ Clarke,DW Steyn,12
MJ Clarke,A Mishra,3
SC Ganguly,A Mishra,7
SC Ganguly,A Ashish Reddy,4
MJ Clarke,A Ashish Reddy,1
SPD Smith,V Pratap Singh,2
SPD Smith,S Dhawan,5
SC Ganguly,S Dhawan,0
RV Uthappa,S Dhawan,4
SPD Smith,A Mishra,9
RV Uthappa,A Mishra,1
RV Uthappa,Ankit Sharma,3
SPD Smith,Ankit Sharma,3
SPD Smith,DW Steyn,16
RV Uthappa,DW Steyn,4
SPD Smith,A Ashish Reddy,12
RV Uthappa,A Ashish Reddy,14
M Manhas,V Pratap Singh,7
MN Samuels,V Pratap Singh,1
