SE Marsh,MS Gony,7
JR Hopes,MS Gony,11
JR Hopes,JA Morkel,3
SE Marsh,JA Morkel,10
K Goel,MS Gony,0
K Goel,JA Morkel,1
RR Sarwan,MS Gony,1
RR Sarwan,JA Morkel,2
SE Marsh,P Amarnath,21
RR Sarwan,P Amarnath,4
RR Sarwan,CK Kapugedera,6
SE Marsh,CK Kapugedera,2
SE Marsh,M Muralitharan,9
RR Sarwan,M Muralitharan,6
SE Marsh,L Balaji,9
RR Sarwan,L Balaji,1
Yuvraj Singh,L Balaji,2
Yuvraj Singh,P Amarnath,0
IK Pathan,P Amarnath,9
DPMD Jayawardene,P Amarnath,1
DPMD Jayawardene,M Muralitharan,7
IK Pathan,M Muralitharan,6
PP Chawla,L Balaji,3
IK Pathan,L Balaji,8
PP Chawla,M Muralitharan,3
IK Pathan,MS Gony,9
PP Chawla,MS Gony,10
IK Pathan,JA Morkel,8
PP Chawla,JA Morkel,1
VRV Singh,L Balaji,0
U Kaul,L Balaji,0
