V Sehwag,DA Warner,10
DA Warner,V Sehwag,1
V Sehwag,UBT Chand,0
UBT Chand,V Sehwag,0
V Sehwag,AJ Finch,9
AJ Finch,V Sehwag,6
AJ Finch,NV Ojha,2
NV Ojha,AJ Finch,11
NV Ojha,Y Venugopal Rao,18
Y Venugopal Rao,NV Ojha,22
Y Venugopal Rao,IK Pathan,0
IK Pathan,Y Venugopal Rao,0
Y Venugopal Rao,RE van der Merwe,4
RE van der Merwe,Y Venugopal Rao,2
RE van der Merwe,M Morkel,0
M Morkel,RE van der Merwe,0
RE van der Merwe,UT Yadav,1
UT Yadav,RE van der Merwe,0
RE van der Merwe,AB Dinda,5
AB Dinda,RE van der Merwe,0
