KL Rahul,Shivam Mavi,3
MA Agarwal,Shivam Mavi,8
MA Agarwal,PJ Cummins,9
KL Rahul,PJ Cummins,10
KL Rahul,SP Narine,6
MA Agarwal,SP Narine,1
CH Gayle,Shivam Mavi,0
DJ Hooda,Shivam Mavi,1
MA Agarwal,M Prasidh Krishna,10
DJ Hooda,M Prasidh Krishna,0
N Pooran,M Prasidh Krishna,2
MA Agarwal,AD Russell,1
N Pooran,AD Russell,1
N Pooran,CV Varun,13
MA Agarwal,CV Varun,2
N Pooran,SP Narine,3
MC Henriques,SP Narine,1
MC Henriques,CV Varun,1
M Shahrukh Khan,SP Narine,9
M Shahrukh Khan,CV Varun,4
CJ Jordan,CV Varun,4
CJ Jordan,SP Narine,2
M Shahrukh Khan,M Prasidh Krishna,0
CJ Jordan,M Prasidh Krishna,13
Ravi Bishnoi,M Prasidh Krishna,1
Ravi Bishnoi,PJ Cummins,0
CJ Jordan,PJ Cummins,11
Mohammed Shami,PJ Cummins,0
Arshdeep Singh,M Prasidh Krishna,1
Mohammed Shami,M Prasidh Krishna,1
