F du Plessis,V Kohli,0
V Kohli,F du Plessis,0
F du Plessis,Shahbaz Ahmed,10
Shahbaz Ahmed,F du Plessis,2
F du Plessis,GJ Maxwell,52
GJ Maxwell,F du Plessis,65
MK Lomror,GJ Maxwell,5
GJ Maxwell,MK Lomror,12
KD Karthik,MK Lomror,3
MK Lomror,KD Karthik,3
KD Karthik,SS Prabhudessai,0
SS Prabhudessai,KD Karthik,0
KD Karthik,PWH de Silva,9
PWH de Silva,KD Karthik,6
DJ Willey,KD Karthik,0
KD Karthik,DJ Willey,4
DJ Willey,Vijaykumar Vyshak,0
Vijaykumar Vyshak,DJ Willey,0
DJ Willey,Mohammed Siraj,4
Mohammed Siraj,DJ Willey,1
