SA Yadav,DS Kulkarni,18
E Lewis,DS Kulkarni,0
Ishan Kishan,DS Kulkarni,11
SA Yadav,K Gowtham,15
Ishan Kishan,K Gowtham,5
SA Yadav,JC Archer,7
Ishan Kishan,JC Archer,7
SA Yadav,JD Unadkat,6
Ishan Kishan,JD Unadkat,10
Ishan Kishan,S Gopal,15
SA Yadav,S Gopal,14
Ishan Kishan,BA Stokes,10
SA Yadav,BA Stokes,12
KA Pollard,DS Kulkarni,1
KA Pollard,JD Unadkat,9
RG Sharma,JD Unadkat,0
KH Pandya,JD Unadkat,6
KA Pollard,JC Archer,3
KH Pandya,JC Archer,1
HH Pandya,JC Archer,4
MJ McClenaghan,JC Archer,0
M Markande,JC Archer,0
KA Pollard,BA Stokes,8
