MD Mishra,AC Gilchrist,0
AC Gilchrist,MD Mishra,4
MD Mishra,Anirudh Singh,0
Anirudh Singh,MD Mishra,0
Anirudh Singh,RG Sharma,9
RG Sharma,Anirudh Singh,0
Anirudh Singh,A Symonds,9
A Symonds,Anirudh Singh,2
Anirudh Singh,DR Smith,3
DR Smith,Anirudh Singh,5
Anirudh Singh,Y Venugopal Rao,19
Y Venugopal Rao,Anirudh Singh,23
Y Venugopal Rao,RJ Harris,1
RJ Harris,Y Venugopal Rao,3
R Sharma,RJ Harris,0
RJ Harris,R Sharma,0
Harmeet Singh,RJ Harris,0
RJ Harris,Harmeet Singh,0
Harmeet Singh,PP Ojha,0
PP Ojha,Harmeet Singh,0
